ID,stations_name,stations_en_name,area,area_en_name,lon,lat
1366A,观澜,Guanlan,深圳,Shenzhen,114.085,22.75
1367A,吉大,Jida,珠海,Zhuhai,113.574,22.2611
1368A,前山,Qianshan,珠海,Zhuhai,113.495,22.2294
1369A,唐家,Tangjia,珠海,Zhuhai,113.628,22.4251
1370A,斗门,Doumen,珠海,Zhuhai,113.299,22.2281
1371A,湾梁,Wanliang,佛山,Foshan,113.134,23.0048
1372A,华材职中,Huacaizhizhong,佛山,Foshan,113.105,23.0395
1373A,南海气象局,Nanhaiqixiangju,佛山,Foshan,113.144,23.0467
1374A,顺德苏岗,Shundesugang,佛山,Foshan,113.292,22.8054
1375A,容桂街道办,Rongguijiedaoban,佛山,Foshan,113.257,22.7629
1376A,高明孔堂,Gaomingkongtang,佛山,Foshan,112.844,22.8693
1377A,三水监测站,Sanshuijiancezhan,佛山,Foshan,112.885,23.1572
1378A,三水云东海,Sanshuiyundonghai,佛山,Foshan,112.863,23.1886
1379A,华柏园,Huaboyuan,中山,Zhongshan,113.3769,22.5211
1380A,张溪,Zhangxi,中山,Zhongshan,113.3881,22.5497
1381A,紫马岭,Zimaling,中山,Zhongshan,113.4075,22.5111
1382A,长江旅游区,Zhangjianglu:youqu,中山,Zhongshan,113.4411,22.4853
1383A,北街,Beijie,江门,Jiangmen,113.104,22.6069
1384A,西区,Xiqu,江门,Jiangmen,113.074,22.5811
1385A,圭峰西,Guifengxi,江门,Jiangmen,113.024,22.5328
1386A,东湖,Donghu,江门,Jiangmen,113.0819,22.5931
1387A,实验中学,Shiyanzhongxue,东莞,Dongguan,113.7819444,23.05361111
1388A,南城元岭,Nanchengyuanling,东莞,Dongguan,113.7461111,23.02777778
1389A,莞城二水厂,Guanchengershuichang,东莞,Dongguan,113.7480556,23.06
1390A,东城石井,Dongchengshijing,东莞,Dongguan,113.7944444,23.01277778
1391A,南城西平,Nanchengxiping,东莞,Dongguan,113.7383333,22.96583333
1392A,河南岸金山湖子站,Henananjinshanhuzizhan,惠州,Huizhou,114.4183,23.0528
1393A,下埔横江三路子站,Xiapuhengjiangsanluzizhan,惠州,Huizhou,114.4053,23.08
1394A,江北云山西路子站,Jiangbeiyunshanxiluzizhan,惠州,Huizhou,114.4103,23.1142
1395A,惠阳区承修路船湖子站,Huiyangquchengxiuluchuanhuzizhan,惠州,Huizhou,114.3244,22.8172
1396A,大亚湾管委会子站,Dayawanguanweihuizizhan,惠州,Huizhou,114.5317,22.7422
1397A,睦岗子站,Mugangzizhan,肇庆,Zhaoqing,112.427,23.0706
1398A,城中子站,Chengzhongzizhan,肇庆,Zhaoqing,112.471,23.0528
1399A,坑口子站,Kengkouzizhan,肇庆,Zhaoqing,112.565,23.1617
1400A,七星岩子站,Qixingyanzizhan,肇庆,Zhaoqing,112.4722,23.0786
1401A,振宁花园,Zhenninghuayuan,南宁,Nanning,108.301,22.7875
1402A,北湖,Beihu,南宁,Nanning,108.316,22.8561
1403A,市监测站,Shijiancezhan,南宁,Nanning,108.321,22.8225
1404A,大自然花园,Daziranhuayuan,南宁,Nanning,108.383,22.805
1405A,仙葫,Xianhu,南宁,Nanning,108.439,22.7906
1406A,区农职院,Qunongzhiyuan,南宁,Nanning,108.239,22.8464
1407A,英华嘉园,Yinghuajiayuan,南宁,Nanning,108.328,22.735
1408A,沙井镇街道办,Shajingzhenjiedaoban,南宁,Nanning,108.244,22.7833
1409A,东寨港,Dongzhaigang,海口,Haikou,110.576,19.9507
1410A,海南大学,Hainandaxue,海口,Haikou,110.3232,20.0574
1411A,秀英海南医院,Xiuyinghainanyiyuan,海口,Haikou,110.283,20.0053
1412A,海南师范大学,Hainanshifandaxue,海口,Haikou,110.338,19.9969
1413A,龙华路环保局宿舍,Longhualuhuanbaojusushe,海口,Haikou,110.33,20.0356
1414A,缙云山,Jinyunshan,重庆,Zhongqing,106.379,29.8272
1415A,高家花园,Gaojiahuayuan,重庆,Zhongqing,106.46,29.5736
1416A,天生,Tiansheng,重庆,Zhongqing,106.424,29.8264
1417A,两路,Lianglu,重庆,Zhongqing,106.626,29.7228
1418A,虎溪,Huxi,重庆,Zhongqing,106.296,29.5983
1419A,南坪,Nanping,重庆,Zhongqing,106.54,29.5186
1420A,唐家沱,Tangjiatuo,重庆,Zhongqing,106.65,29.6219
1421A,茶园,Chayuan,重庆,Zhongqing,106.634,29.4892
1422A,白市驿,Baishiyi,重庆,Zhongqing,106.364,29.4822
1423A,解放碑,Jiefangbei,重庆,Zhongqing,106.571,29.5642
1424A,杨家坪,Yangjiaping,重庆,Zhongqing,106.512,29.5164
1425A,空港,Konggang,重庆,Zhongqing,106.617,29.7125
1426A,新山村,Xinshancun,重庆,Zhongqing,106.468,29.4892
1427A,礼嘉,Lijia,重庆,Zhongqing,106.562,29.6453
1428A,蔡家,Caijia,重庆,Zhongqing,106.452,29.709
1429A,鱼新街,Yuxinjie,重庆,Zhongqing,106.513,29.389
1430A,南泉,Nanquan,重庆,Zhongqing,106.591,29.4272
1431A,金泉两河,Jinquanlianghe,成都,Chengdou,103.972,30.713
1432A,十里店,Shilidian,成都,Chengdou,104.176,30.6872
1433A,三瓦窑,Sanwayao,成都,Chengdou,104.079,30.5706
1434A,沙河铺,Shahepu,成都,Chengdou,104.118,30.6361
1435A,梁家巷,Liangjiaxiang,成都,Chengdou,104.074,30.685
1436A,草堂寺,Caotangsi,成都,Chengdou,104.026,30.6544
1437A,人民公园,Renmingongyuan,成都,Chengdou,104.054,30.6578
1438A,灵岩寺,Lingyansi,成都,Chengdou,103.613,31.0283
1439A,马鞍山,Maanshan,贵阳,Guiyang,106.6856,26.6029
1440A,市环保站,Shihuanbaozhan,贵阳,Guiyang,106.6971,26.5689
1441A,金阳区,Jinyangqu,贵阳,Guiyang,106.6243,26.6266
1442A,乌当区,Wudangqu,贵阳,Guiyang,106.7487,26.6343
1443A,花溪区,Huaxiqu,贵阳,Guiyang,106.6554,26.4364
1444A,小河区,Xiaohequ,贵阳,Guiyang,106.6948,26.5155
1445A,鸿边门,Hongbianmen,贵阳,Guiyang,106.7105,26.6009
1446A,冶金厅,Yejinting,贵阳,Guiyang,106.7164,26.5697
1447A,太慈桥,Taiciqiao,贵阳,Guiyang,106.6867,26.5495
1449A,关上,Guanshang,昆明,Kunming,102.743,25.0124
1450A,呈贡新区,Chenggongxinqu,昆明,Kunming,102.821,24.8885
1451A,西山森林公园,Xishansenlingongyuan,昆明,Kunming,102.625,24.9624
1452A,龙泉镇,Longquanzhen,昆明,Kunming,102.728,25.0836
1453A,东风东路,Dongfengdonglu,昆明,Kunming,102.722,25.0405
1454A,金鼎山,Jindingshan,昆明,Kunming,102.681,25.067
1455A,碧鸡广场,Bijiguangchang,昆明,Kunming,102.638,25.0359
1456A,八廓街,Bakuojie,拉萨,Lasa,91.1319,29.6514
1457A,市环保局,Shihuanbaoju,拉萨,Lasa,91.1221,29.6747
1458A,区监测站,Qujiancezhan,拉萨,Lasa,91.0874,29.6475
1459A,西藏大学,Xizangdaxue,拉萨,Lasa,91.1774,29.6541
1460A,区辐射站,Qufushezhan,拉萨,Lasa,90.9798,29.6588
1461A,拉萨火车站,Lasahuochezhan,拉萨,Lasa,91.0834,29.6292
1462A,高压开关厂,Gaoyakaiguanchang,西安,Xian,108.882,34.2749
1463A,兴庆小区,Xingqingxiaoqu,西安,Xian,108.993,34.2629
1464A,纺织城,Fangzhicheng,西安,Xian,109.06,34.2572
1465A,小寨,Xiaozhai,西安,Xian,108.94,34.2324
1466A,市人民体育场,Shirenmintiyuchang,西安,Xian,108.954,34.2713
1467A,高新西区,Gaoxinxiqu,西安,Xian,108.883,34.2303
1468A,经开区,Jingkaiqu,西安,Xian,108.935,34.3474
1469A,长安区,Zhanganqu,西安,Xian,108.906,34.1546
1470A,阎良区,Yanliangqu,西安,Xian,109.2,34.6575
1471A,临潼区,Lintongqu,西安,Xian,109.2186,34.3731
1472A,草滩,Caotan,西安,Xian,108.869,34.378
1473A,曲江文化产业集团,Qujiangwenhuachanyejituan,西安,Xian,108.985,34.1978
1474A,广运潭,Guangyuntan,西安,Xian,109.043,34.3274
1475A,职工医院,Zhigongyiyuan,兰州,Lanzhou,103.712,36.0756
1476A,兰炼宾馆,Lanlianbinguan,兰州,Lanzhou,103.631,36.1031
1477A,榆中兰大校区,Yuzhonglandaxiaoqu,兰州,Lanzhou,104.148,35.94
1478A,生物制品所,Shengwuzhipinsuo,兰州,Lanzhou,103.841,36.0725
1479A,铁路设计院,Tielushejiyuan,兰州,Lanzhou,103.831,36.0464
1480A,市环境监测站,Shihuanjingjiancezhan,西宁,Xining,101.748,36.6428
1481A,省医药仓库,Shengyiyaocangku,西宁,Xining,101.749,36.6922
1482A,四陆医院,Siluyiyuan,西宁,Xining,101.834,36.5819
1483A,第五水厂,Diwushuichang,西宁,Xining,101.524,36.6867
1484A,贺兰山马莲口,Helanshanmaliankou,银川,Yinchuan,105.9512,38.6016
1485A,银湖巷,Yinhuxiang,银川,Yinchuan,106.2682,38.4744
1486A,宁安大街,Ningandajie,银川,Yinchuan,106.217,38.4536
1487A,宁化生活区,Ninghuashenghuoqu,银川,Yinchuan,106.0715,38.4858
1488A,贺兰山东路,Helanshandonglu,银川,Yinchuan,106.2328,38.4975
1489A,学院路,Xueyuanlu,银川,Yinchuan,106.1358,38.5036
1490A,监测站,Jiancezhan,乌鲁木齐,Wulumuqi,87.5801,43.8303
1491A,收费所,Shoufeisuo,乌鲁木齐,Wulumuqi,87.6046,43.768
1492A,新疆农科院农场,Xinjiangnongkeyuannongchang,乌鲁木齐,Wulumuqi,87.4754,43.9469
1493A,铁路局,Tieluju,乌鲁木齐,Wulumuqi,87.5525,43.8711
1494A,三十一中学,Sanshiyizhongxue,乌鲁木齐,Wulumuqi,87.6432,43.831
1495A,七十四中学,Qishisizhongxue,乌鲁木齐,Wulumuqi,87.4171,43.8729
1496A,米东区环保局,Midongquhuanbaoju,乌鲁木齐,Wulumuqi,87.6444,43.962
1508A,板塘,Bantang,湘潭,Xiangtan,112.9433,27.8614
1511A,市监测站,Shijiancezhan,湘潭,Xiangtan,112.9118,27.8403
1512A,江麓,Jianglu,湘潭,Xiangtan,112.8937,27.8728
1513A,岳塘,Yuetang,湘潭,Xiangtan,112.9227,27.8159
1514A,科大,Keda,湘潭,Xiangtan,112.9074,27.9119
1515A,天台山庄,Tiantaishanzhuang,株洲,Zhuzhou,113.135,27.8244
1518A,株冶医院,Zhuyeyiyuan,株洲,Zhuzhou,113.095,27.8867
1519A,市四中,Shisizhong,株洲,Zhuzhou,113.167,27.8667
1520A,火车站,Huochezhan,株洲,Zhuzhou,113.143,27.8381
1524A,市监测站,Shijiancezhan,株洲,Zhuzhou,113.13,27.8528
1552A,桐木岭,Tongmuling,贵阳,Guiyang,106.805,26.3003
1559A,大京风景区,Dajingfengjingqu,株洲,Zhuzhou,113.251,27.8336
1562A,昭山,Zhaoshan,湘潭,Xiangtan,113.0048,27.9153
1564A,韶山,Shaoshan,湘潭,Xiangtan,112.4876,27.9164
1585A,市环境监测站,Shihuanjingjiancezhan,包头,Baotou,109.8756,40.6532
1586A,包百大楼,Baobaidalou,包头,Baotou,109.8104,40.6575
1587A,东河城环局,Donghechenghuanju,包头,Baotou,110.0067,40.5905
1588A,青山宾馆,Qingshanbinguan,包头,Baotou,109.8538,40.6821
1589A,惠龙物流,Huilongwuliu,包头,Baotou,109.8654,40.6288
1590A,东河鸿龙湾,Donghehonglongwan,包头,Baotou,110.0377,40.5546
1591A,综合楼,Zonghelou,鄂尔多斯,Eerduosi,110.0023,39.8129
1592A,巴音孟克林场办事处,Bayinmengkelinchangbanshichu,鄂尔多斯,Eerduosi,109.9486,39.8261
1593A,康泽苑,Kangzeyuan,鄂尔多斯,Eerduosi,109.7736,39.5986
1594A,华泰汽车城,Huataiqichecheng,鄂尔多斯,Eerduosi,109.8119,39.5989
1595A,奥林花园,Aolinhuayuan,鄂尔多斯,Eerduosi,109.9734,39.7884
1596A,营口大学,Yingkoudaxue,营口,Yingkou,122.2414,40.6592
1597A,植物园,Zhiwuyuan,营口,Yingkou,122.2703,40.7094
1598A,三水厂,Sanshuichang,营口,Yingkou,122.215,40.6511
1599A,西炮台,Xipaotai,营口,Yingkou,122.1658,40.6789
1600A,轴承厂,Zhouchengchang,丹东,Dandong,124.3303,40.0625
1601A,财专,Caizhuan,丹东,Dandong,124.4256,40.1503
1602A,元宝山水厂,Yuanbaoshanshuichang,丹东,Dandong,124.3933,40.1461
1603A,实验小学,Shiyanxiaoxue,丹东,Dandong,124.3678,40.1194
1604A,开发区,Kaifaqu,盘锦,Panjin,122.0247,41.1556
1605A,兴隆台,Xinglongtai,盘锦,Panjin,122.0539,41.0903
1606A,鼎翔,Dingxiang,盘锦,Panjin,121.835,41.1042
1607A,葫芦岛市西山坡,Huludaoshixishanpo,葫芦岛,Huludao,120.9092,40.7136
1608A,化工医院,Huagongyiyuan,葫芦岛,Huludao,120.8392,40.7514
1609A,新区公园,Xinqugongyuan,葫芦岛,Huludao,120.8478,40.715
1610A,连山区政府,Lianshanquzhengfu,葫芦岛,Huludao,120.8631,40.7736
1611A,涂山街,Tushanjie,泉州,Quanzhou,118.5819,24.9117
1612A,津头埔,Jintoupu,泉州,Quanzhou,118.5972,24.8978
1613A,万安,Wanan,泉州,Quanzhou,118.6663,24.9424
1614A,清源山,Qingyuanshan,泉州,Quanzhou,118.6108,24.9617
1615A,植物油厂,Zhiwuyouchang,莱芜,Laiwu,117.685,36.205
1616A,技术学院,Jishuxueyuan,莱芜,Laiwu,117.6789,36.2289
1617A,日升国际,Rishengguoji,莱芜,Laiwu,117.715,36.2081
1618A,沂河小区,Yihexiaoqu,临沂,Linyi,118.3418,35.0573
1619A,鲁南制药厂,Lunanzhiyaochang,临沂,Linyi,118.2939,35.0622
1620A,新光毛纺厂,Xinguangmaofangchang,临沂,Linyi,118.2764,34.9817
1621A,河东保险公司,Hedongbaoxiangongsi,临沂,Linyi,118.4023,35.0896
1622A,儿童乐园,Ertongleyuan,德州,Dezhou,116.3061,37.4664
1623A,黑马集团,Heimajituan,德州,Dezhou,116.2729,37.4504
1624A,监理站,Jianlizhan,德州,Dezhou,116.3189,37.4489
1625A,区政府,Quzhengfu,聊城,Liaocheng,115.9848,36.4372
1626A,二轻机,Erqingji,聊城,Liaocheng,115.9968,36.4568
1627A,党校,Dangxiao,聊城,Liaocheng,115.9835,36.4796
1628A,市环保局,Shihuanbaoju,滨州,Binzhou,118.0062,37.3803
1629A,第二水厂,Diershuichang,滨州,Binzhou,118.0018,37.3617
1630A,北中新校,Beizhongxinxiao,滨州,Binzhou,117.9776,37.393
1631A,人民公园,Renmingongyuan,淄博,Zibo,118.0482,36.8088
1632A,东风化工厂,Dongfenghuagongchang,淄博,Zibo,118.0448,36.838
1633A,双山,Shuangshan,淄博,Zibo,117.8477,36.497
1634A,气象站,Qixiangzhan,淄博,Zibo,117.9544,36.6377
1635A,莆田园,Putianyuan,淄博,Zibo,118.3092,36.8198
1636A,三金集团,Sanjinjituan,淄博,Zibo,117.8512,36.8041
1637A,市中区政府,Shizhongquzhengfu,枣庄,Zaozhuang,117.5564,34.864
1638A,薛城环保局,Xuechenghuanbaoju,枣庄,Zaozhuang,117.2852,34.7837
1639A,峄城区政府,Yichengquzhengfu,枣庄,Zaozhuang,117.5852,34.7745
1640A,台儿庄区环保局,Taierzhuangquhuanbaoju,枣庄,Zaozhuang,117.732,34.5667
1641A,山亭区环保局,Shantingquhuanbaoju,枣庄,Zaozhuang,117.4518,35.0992
1642A,开发区,Kaifaqu,烟台,Yantai,121.2514,37.5639
1643A,轴承厂,Zhouchengchang,烟台,Yantai,121.3719,37.5433
1644A,西郊化工站,Xijiaohuagongzhan,烟台,Yantai,121.3181,37.5436
1645A,莱山环保局,Laishanhuanbaoju,烟台,Yantai,121.4478,37.4822
1646A,福山环保局,Fushanhuanbaoju,烟台,Yantai,121.2611,37.4967
1647A,牟平环保局,Moupinghuanbaoju,烟台,Yantai,121.5953,37.3872
1648A,仲裁委,Zhongcaiwei,潍坊,Weifang,119.12,36.7019
1649A,刘家园,Liujiayuan,潍坊,Weifang,119.0919,36.7306
1650A,环保局,Huanbaoju,潍坊,Weifang,119.1425,36.7008
1651A,共达公司,Gongdagongsi,潍坊,Weifang,119.1614,36.6572
1652A,寒亭监测站,Hantingjiancezhan,潍坊,Weifang,119.1939,36.7731
1653A,火炬城,Huojucheng,济宁,Jining,116.6305,35.428
1654A,监测站,Jiancezhan,济宁,Jining,116.5856,35.4144
1655A,电化厂,Dianhuachang,济宁,Jining,116.5546,35.4039
1656A,监测站,Jiancezhan,泰安,Taian,117.1436,36.1942
1657A,人口学校,Renkouxuexiao,泰安,Taian,117.0881,36.1942
1658A,电力学校,Dianlixuexiao,泰安,Taian,117.1081,36.1758
1659A,监测站,Jiancezhan,日照,Rizhao,119.4641,35.4178
1660A,市政府广场,Shizhengfuguangchang,日照,Rizhao,119.5198,35.4234
1661A,港务局,Gangwuju,日照,Rizhao,119.54,35.3962
1662A,华夏技校,Huaxiajixiao,威海,Weihai,122.1206,37.4294
1663A,山大分校,Shandafenxiao,威海,Weihai,122.0508,37.5325
1664A,市监测站,Shijiancezhan,威海,Weihai,122.1067,37.5072
1665A,西城阳光环保公司,Xichengyangguanghuanbaogongsi,东营,Dongying,118.5019,37.4658
1666A,市环保局,Shihuanbaoju,东营,Dongying,118.6672,37.4314
1667A,耿井村,Gengjingcun,东营,Dongying,118.5857,37.4442
1668A,广南水库,Guangnanshuiku,东营,Dongying,118.8192,37.3781
1669A,市八中,Shibazhong,韶关,Shaoguan,113.586606,24.769519
1670A,碧湖山庄,Bihushanzhuang,韶关,Shaoguan,113.5593889,24.81119444
1671A,园林处,Yuanlinchu,韶关,Shaoguan,113.598061,24.795928
1672A,韶关学院,Shaoguanxueyuan,韶关,Shaoguan,113.6734722,24.77908333
1673A,曲江监测站,Qujiangjiancezhan,韶关,Shaoguan,113.5970833,24.68636111
1674A,金平子站,Jinpingzizhan,汕头,Shantou,116.6794,23.3667
1675A,龙湖子站,Longhuzizhan,汕头,Shantou,116.7244,23.3633
1676A,濠江子站,Haojiangzizhan,汕头,Shantou,116.7258,23.2775
1677A,澄海子站,Chenghaizizhan,汕头,Shantou,116.7519,23.4714
1678A,潮阳子站,Chaoyangzizhan,汕头,Shantou,116.6092,23.2539
1679A,潮南子站,Chaonanzizhan,汕头,Shantou,116.4019,23.2536
1680A,湛江影剧院,Zhanjiangyingjuyuan,湛江,Zhanjiang,110.3539,21.2706
1681A,市环境监测站,Shihuanjingjiancezhan,湛江,Zhanjiang,110.3928,21.2228
1682A,环保局宿舍,Huanbaojusushe,湛江,Zhanjiang,110.4019,21.1997
1683A,霞山游泳场,Xiashanyouyongchang,湛江,Zhanjiang,110.4111,21.2028
1684A,麻章区环保局,Mazhangquhuanbaoju,湛江,Zhanjiang,110.3316,21.2679
1685A,坡头区环保局,Potouquhuanbaoju,湛江,Zhanjiang,110.4558,21.2567
1686A,市环保局茂港分局,Shihuanbaojumaogangfenju,茂名,Maoming,111.0286,21.4689
1687A,茂石化七小,Maoshihuaqixiao,茂名,Maoming,110.9294,21.6533
1688A,健康路,Jiankanglu,茂名,Maoming,110.9067,21.6669
1689A,高岭,Gaoling,茂名,Maoming,110.8592,21.6828
1690A,嘉应大学,Jiayingdaxue,梅州,Meizhou,116.1278,24.3289
1691A,梅县新城,Meixianxincheng,梅州,Meizhou,116.0797,24.2719
1692A,环境监控中心,Huanjingjiankongzhongxin,梅州,Meizhou,116.1248,24.2654
1693A,市环保局,Shihuanbaoju,汕尾,Shanwei,115.3653,22.775
1694A,市政府,Shizhengfu,汕尾,Shanwei,115.3706,22.7898
1695A,新城中学,Xinchengzhongxue,汕尾,Shanwei,115.3622,22.7925
1696A,市自来水厂,Shizilaishuichang,河源,Heyuan,114.6778,23.7569
1697A,市三小,Shisanxiao,河源,Heyuan,114.6944,23.7586
1698A,河源中学,Heyuanzhongxue,河源,Heyuan,114.6892,23.7233
1699A,鸳鸯湖,Yuanyanghu,阳江,Yangjiang,111.9786,21.8586
1700A,南恩路,Nanenlu,阳江,Yangjiang,111.9508,21.8536
1701A,马南垌,Manantong,阳江,Yangjiang,111.9494,21.865
1702A,环保局,Huanbaoju,清远,Qingyuan,113.0425,23.6936
1703A,凤城街办,Fengchengjieban,清远,Qingyuan,113.0208,23.7106
1704A,扶贫区,Fupinqu,清远,Qingyuan,113.0622,23.6272
1705A,西园路,Xiyuanlu,潮州,Chaozhou,116.6339,23.6714
1706A,档案局,Danganju,潮州,Chaozhou,116.6447,23.6706
1707A,市政公司,Shizhenggongsi,潮州,Chaozhou,116.6175,23.6531
1708A,东湖公园,Donghugongyuan,揭阳,Jieyang,116.3697,23.5353
1709A,仙滘,Xianjiao,揭阳,Jieyang,116.3242,23.5486
1710A,中长,Zhongzhang,揭阳,Jieyang,116.3594,23.5739
1711A,渔湖初级中学,Yuhuchujizhongxue,揭阳,Jieyang,116.4094,23.5292
1712A,新市府,Xinshifu,云浮,Yunfu,112.0392,22.9169
1713A,市监测站,Shijiancezhan,云浮,Yunfu,112.0369,22.9394
1714A,牧羊,Muyang,云浮,Yunfu,112.0539,22.9539
1715A,东风水库,Dongfengshuiku,玉溪,Yuxi,102.5778,24.3694
1716A,市监测站,Shijiancezhan,玉溪,Yuxi,102.5433,24.3603
1717A,大营街镇,Dayingjiezhen,玉溪,Yuxi,102.4964,24.3411
1718A,市气象局,Shiqixiangju,菏泽,Heze,115.42277,35.248889
1719A,市政协,Shizhengxie,菏泽,Heze,115.474722,35.2375
1720A,菏泽学院,Hezexueyuan,菏泽,Heze,115.455,35.27
1721A,果树场,Guoshuchang,大同,Datong,113.3819,40.1097
1722A,红旗广场,Hongqiguangchang,大同,Datong,113.2858,40.0958
1723A,云冈宾馆,Yungangbinguan,大同,Datong,113.2994,40.0758
1724A,大同大学,Datongdaxue,大同,Datong,113.3444,40.0917
1725A,安家小村,Anjiaxiaocun,大同,Datong,113.2661,40.1269
1726A,教育学院,Jiaoyuxueyuan,大同,Datong,113.2711,40.0844
1727A,清华站,Qinghuazhan,长治,Zhangzhi,113.1097,36.1542
1728A,监测站,Jiancezhan,长治,Zhangzhi,113.0972,36.1939
1729A,澳瑞特,Aoruite,长治,Zhangzhi,113.151816,36.196661
1730A,审计局,Shenjiju,长治,Zhangzhi,113.0886,36.2126
1731A,长治八中,Zhangzhibazhong,长治,Zhangzhi,113.0844444,36.1855
1732A,市监测站,Shijiancezhan,临汾,Linfen,111.5125,36.0978
1733A,临钢医院,Lingangyiyuan,临汾,Linfen,111.5531,36.0783
1734A,技工学校,Jigongxuexiao,临汾,Linfen,111.5028,36.0714
1735A,工商学校,Gongshangxuexiao,临汾,Linfen,111.5169,36.0822
1736A,市委,Shiwei,临汾,Linfen,111.5025,36.0875
1737A,南机场,Nanjichang,临汾,Linfen,111.4917,36.0417
1738A,市中心,Shizhongxin,阳泉,Yangquan,113.5753,37.8564
1739A,赛鱼,Saiyu,阳泉,Yangquan,113.4922,37.8792
1740A,南庄,Nanzhuang,阳泉,Yangquan,113.5922,37.8561
1741A,白羊墅,Baiyangshu,阳泉,Yangquan,113.6292,37.8531
1742A,平坦,Pingtan,阳泉,Yangquan,113.5689,37.8694
1743A,大阳泉,Dayangquan,阳泉,Yangquan,113.5158,37.85
1744A,松山一中,Songshanyizhong,赤峰,Chifeng,118.9233,42.2814
1745A,哈达街,Hadajie,赤峰,Chifeng,118.9572,42.2725
1746A,天义路,Tianyilu,赤峰,Chifeng,118.8789,42.2556
1747A,松山路,Songshanlu,赤峰,Chifeng,119.2719,42.0317
1748A,深沟寺,Shengousi,鞍山,Anshan,123.044,41.1196
1749A,中心站,Zhongxinzhan,鞍山,Anshan,123.011,41.0931
1750A,太平子站,Taipingzizhan,鞍山,Anshan,123.0485,41.1442
1751A,铁西,Tiexi,鞍山,Anshan,122.9642,41.0971
1752A,开发区,Kaifaqu,鞍山,Anshan,122.9481,41.0833
1753A,明达新区,Mingdaxinqu,鞍山,Anshan,123.0156,41.0831
1754A,千山公园,Qianshangongyuan,鞍山,Anshan,123.1289,41.0228
1755A,望花,Wanghua,抚顺,Fushun,123.81,41.8469
1756A,新华,Xinhua,抚顺,Fushun,123.9169,41.8828
1757A,东洲,Dongzhou,抚顺,Fushun,124.0383,41.8625
1758A,站前,Zhanqian,抚顺,Fushun,123.9,41.8594
1759A,水库,Shuiku,抚顺,Fushun,124.0878,41.8864
1760A,沈抚新城,Shenfuxincheng,抚顺,Fushun,123.7117,41.8417
1761A,大峪,Dayu,本溪,Benxi,123.8436,41.3283
1762A,溪湖,Xihu,本溪,Benxi,123.7528,41.3369
1763A,彩屯,Caitun,本溪,Benxi,123.7308,41.3047
1764A,东明,Dongming,本溪,Benxi,123.7669,41.2864
1765A,职业病院,Zhiyebingyuan,本溪,Benxi,123.7989,41.2692
1766A,威宁,Weining,本溪,Benxi,123.8142,41.3472
1767A,南山,Nanshan,锦州,Jinzhou,121.0986,41.0781
1768A,开发区,Kaifaqu,锦州,Jinzhou,121.045,40.8333
1769A,百股水厂,Baigushuichang,锦州,Jinzhou,121.2008,41.1219
1770A,监测站,Jiancezhan,锦州,Jinzhou,121.1178,41.1222
1771A,北湖公园,Beihugongyuan,锦州,Jinzhou,121.1303,41.1386
1772A,哈达湾,Hadawan,吉林,Jilin,126.555,43.8875
1773A,东局子,Dongjuzi,吉林,Jilin,126.5844,43.8358
1774A,电力学院,Dianlixueyuan,吉林,Jilin,126.4978,43.8228
1775A,江北,Jiangbei,吉林,Jilin,126.5786,43.8947
1776A,江南公园,Jiangnangongyuan,吉林,Jilin,126.55,43.8256
1777A,农科院,Nongkeyuan,吉林,Jilin,126.4667,43.95
1778A,丰满,Fengman,吉林,Jilin,126.6772,43.7256
1779A,安居小区,Anjuxiaoqu,齐齐哈尔,Qiqihaer,123.9305,47.3636
1780A,中心广场,Zhongxinguangchang,齐齐哈尔,Qiqihaer,123.9305,47.3386
1781A,农牧车辆厂,Nongmucheliangchang,齐齐哈尔,Qiqihaer,123.9483,47.3227
1782A,富区环保局,Fuquhuanbaoju,齐齐哈尔,Qiqihaer,123.6261,47.203
1783A,市环境监测站,Shihuanjingjiancezhan,齐齐哈尔,Qiqihaer,123.945,47.2988
1784A,环保大楼　,Huanbaodalou,牡丹江,Mudanjiang,129.61,44.561
1785A,文化广场　,Wenhuaguangchang,牡丹江,Mudanjiang,129.6115,44.5782
1786A,第一医院,Diyiyiyuan,牡丹江,Mudanjiang,129.5902,44.5952
1787A,机车工厂,Jichegongchang,牡丹江,Mudanjiang,129.6459,44.6104
1788A,第一中学,Diyizhongxue,牡丹江,Mudanjiang,129.6386,44.5462
1789A,大同区,Datongqu,大庆,Daqing,124.8354,46.0347
1790A,龙凤区,Longfengqu,大庆,Daqing,125.112,46.528
1791A,红岗区,Honggangqu,大庆,Daqing,124.8847,46.3991
1792A,萨尔图区,Saertuqu,大庆,Daqing,125.1386,46.5776
1793A,让胡路区,Ranghuluqu,大庆,Daqing,124.8648,46.6219
1794A,监测站,Jiancezhan,芜湖,Wuhu,118.3528,31.3508
1795A,科创中心,Kechuangzhongxin,芜湖,Wuhu,118.37,31.4189
1796A,四水厂,Sishuichang,芜湖,Wuhu,118.3708,31.3178
1797A,五七二零厂,Wuqierlingchang,芜湖,Wuhu,118.4022,31.3839
1798A,湖东路四小,Hudonglusixiao,马鞍山,Maanshan,118.5058,31.6861
1799A,天平服装,Tianpingfuzhuang,马鞍山,Maanshan,118.4828,31.6411
1800A,慈湖二小,Cihuerxiao,马鞍山,Maanshan,118.5106,31.7506
1801A,马钢动力厂,Magangdonglichang,马鞍山,Maanshan,118.48,31.6928
